resolution,series,3-gram
4,2020,travel regions china
4,2020,regions china hong
4,2020,china hong kong
4,2020,hong kong macau
4,2020,kong macau taiwan
4,2020,macau taiwan resolved
4,2020,taiwan resolved foregoing
4,2020,resolved foregoing travel
4,2020,foregoing travel restrictions
4,2020,travel restrictions concerning
4,2020,restrictions concerning regions
4,2020,concerning regions china
4,2020,regions china hong
4,2020,china hong kong
4,2020,hong kong macau
4,2020,kong macau taiwan
4,2020,macau taiwan remain
4,2020,taiwan remain effect
4,2020,remain effect time
4,2020,effect time travellers
4,2020,time travellers coming
4,2020,travellers coming therefrom
4,2020,coming therefrom longer
4,2020,therefrom longer pose
4,2020,longer pose significant
4,2020,pose significant risk
4,2020,significant risk carriers
4,2020,risk carriers 2019
4,2020,carriers 2019 ncov
4,2020,2019 ncov ard
4,2020,ncov ard may
4,2020,ard may determined
4,2020,may determined task
4,2020,determined task force
4,2020,task force making
4,2020,force making assessment
4,2020,making assessment task
4,2020,assessment task force
4,2020,task force consider
4,2020,force consider among
4,2020,consider among others
4,2020,among others whether
4,2020,others whether screening
4,2020,whether screening procedures
4,2020,screening procedures jurisdictions
4,2020,procedures jurisdictions effectively
4,2020,jurisdictions effectively prevent
4,2020,effectively prevent potential
4,2020,prevent potential carriers
4,2020,potential carriers disease
4,2020,carriers disease entering
4,2020,disease entering departing
4,2020,entering departing geographies
4,2020,departing geographies resolved
4,2020,geographies resolved resolution
4,2020,resolved resolution task
4,2020,resolution task force
4,2020,task force insofar
4,2020,force insofar inconsistent
4,2020,insofar inconsistent resolution
4,2020,inconsistent resolution hereby
4,2020,resolution hereby amended
5,2020,section article 1987
5,2020,article 1987 constitution
5,2020,1987 constitution states
5,2020,constitution states state
5,2020,states state protect
5,2020,state protect promote
5,2020,protect promote right
5,2020,promote right health
5,2020,right health people
5,2020,health people instill
5,2020,people instill health
5,2020,instill health consciousness
5,2020,health consciousness among
5,2020,consciousness among recognizing
5,2020,among recognizing need
5,2020,recognizing need inter
5,2020,need inter sectoral
5,2020,inter sectoral collaboration
5,2020,sectoral collaboration establish
5,2020,collaboration establish preparedness
5,2020,establish preparedness ensure
5,2020,preparedness ensure efficient
5,2020,ensure efficient government
5,2020,efficient government response
5,2020,government response assess
5,2020,response assess monitor
5,2020,assess monitor contain
5,2020,monitor contain control
5,2020,contain control prevent
5,2020,control prevent spread
5,2020,prevent spread potential
5,2020,spread potential epidemic
5,2020,potential epidemic philippines
5,2020,epidemic philippines inter
5,2020,philippines inter agency
5,2020,inter agency task
5,2020,agency task force
5,2020,task force management
5,2020,force management emerging
5,2020,management emerging infectious
5,2020,emerging infectious diseases
5,2020,infectious diseases eid
5,2020,diseases eid created
5,2020,eid created virtue
5,2020,created virtue executive
5,2020,virtue executive order
5,2020,executive order 168
5,2020,order 168 2014
5,2020,168 2014 january
5,2020,2014 january 2020
5,2020,january 2020 chinese
5,2020,2020 chinese health
5,2020,chinese health authorities
5,2020,health authorities reported
5,2020,authorities reported cause
5,2020,reported cause viral
5,2020,cause viral pneumonia
5,2020,viral pneumonia outbreak
5,2020,pneumonia outbreak city
5,2020,outbreak city wuhan
5,2020,city wuhan hubei
5,2020,wuhan hubei province
5,2020,hubei province china
5,2020,province china novel
5,2020,china novel type
5,2020,novel type coronavirus
5,2020,type coronavirus 2019
5,2020,coronavirus 2019 ncov
5,2020,2019 ncov previously
5,2020,ncov previously identified
5,2020,previously identified humans
5,2020,identified humans january
5,2020,humans january 2020
5,2020,january 2020 world
5,2020,2020 world health
5,2020,world health organization
5,2020,health organization declared
5,2020,organization declared 2019
5,2020,declared 2019 ncov
5,2020,2019 ncov acute
5,2020,ncov acute respiratory
5,2020,acute respiratory disease
5,2020,respiratory disease ard
5,2020,disease ard considered
5,2020,ard considered public
5,2020,considered public health
5,2020,public health emergency
5,2020,health emergency international
5,2020,emergency international concern
5,2020,international concern pheic
5,2020,concern pheic february
5,2020,pheic february 2020
5,2020,february 2020 director
5,2020,2020 director general
5,2020,director general declared
5,2020,general declared 2019
5,2020,declared 2019 ncov
5,2020,2019 ncov ard
5,2020,ncov ard referred
5,2020,ard referred coronavirus
5,2020,referred coronavirus disease
5,2020,coronavirus disease 2019
5,2020,disease 2019 covid
5,2020,2019 covid february
5,2020,covid february 2020
5,2020,february 2020 forty
5,2020,2020 forty six
5,2020,forty six thousand
5,2020,six thousand nine
5,2020,thousand nine hundred
5,2020,nine hundred ninetyseven
5,2020,hundred ninetyseven 997
5,2020,ninetyseven 997 confirmed
5,2020,997 confirmed cases
5,2020,confirmed cases worldwide
5,2020,cases worldwide forty
5,2020,worldwide forty six
5,2020,forty six thousand
5,2020,six thousand five
5,2020,thousand five hundred
5,2020,five hundred fifty
5,2020,hundred fifty 550
5,2020,fifty 550 cases
5,2020,550 cases recorded
5,2020,cases recorded china
5,2020,recorded china february
5,2020,china february 2020
5,2020,february 2020 philippines
5,2020,2020 philippines department
5,2020,philippines department health
5,2020,department health confirmed
5,2020,health confirmed three
5,2020,confirmed three cases
5,2020,three cases country
5,2020,cases country january
5,2020,country january 2020
5,2020,january 2020 upon
5,2020,2020 upon directive
5,2020,upon directive office
5,2020,directive office president
5,2020,office president interagency
5,2020,president interagency task
5,2020,interagency task force
5,2020,task force management
5,2020,force management emerging
5,2020,management emerging infectious
5,2020,emerging infectious disease
5,2020,infectious disease resolved
5,2020,disease resolved implement
5,2020,resolved implement travel
5,2020,implement travel ban
5,2020,travel ban covering
5,2020,ban covering china
5,2020,covering china macau
5,2020,china macau special
5,2020,macau special administrative
5,2020,special administrative region
5,2020,administrative region sar
5,2020,region sar hong
5,2020,sar hong kong
5,2020,hong kong sar
5,2020,kong sar february
5,2020,sar february 2020
5,2020,february 2020 travel
5,2020,2020 travel restrictions
5,2020,travel restrictions extended
5,2020,restrictions extended cover
5,2020,extended cover taiwan
5,2020,cover taiwan basis
5,2020,taiwan basis used
5,2020,basis used transit
5,2020,used transit port
5,2020,transit port passengers
5,2020,port passengers mainland
5,2020,passengers mainland china
5,2020,mainland china inter
5,2020,china inter agency
5,2020,inter agency task
5,2020,agency task force
5,2020,task force management
5,2020,force management emerging
5,2020,management emerging infectious
5,2020,emerging infectious disease
5,2020,infectious disease iatf
5,2020,disease iatf received
5,2020,iatf received communications
5,2020,received communications information
5,2020,communications information pertaining
5,2020,information pertaining strict
5,2020,pertaining strict protocols
5,2020,strict protocols taiwan
5,2020,protocols taiwan established
5,2020,taiwan established enable
5,2020,established enable philippines
5,2020,enable philippines credibly
5,2020,philippines credibly determine
5,2020,credibly determine whether
5,2020,determine whether traveller
5,2020,whether traveller come
5,2020,traveller come mainland
5,2020,come mainland china
5,2020,mainland china special
5,2020,china special administrative
5,2020,special administrative regions
5,2020,administrative regions sars
5,2020,regions sars upon
5,2020,sars upon independently
5,2020,upon independently verifying
5,2020,independently verifying subject
5,2020,verifying subject protocols
5,2020,subject protocols iatf
5,2020,protocols iatf convinced
5,2020,iatf convinced protocols
5,2020,convinced protocols provide
5,2020,protocols provide reliable
5,2020,provide reliable assurance
5,2020,reliable assurance sufficient
5,2020,assurance sufficient measures
5,2020,sufficient measures place
5,2020,measures place effectively
5,2020,place effectively prevent
5,2020,effectively prevent potential
5,2020,prevent potential carriers
5,2020,potential carriers disease
5,2020,carriers disease entering
5,2020,disease entering departing
5,2020,entering departing taiwan
5,2020,departing taiwan iatf
5,2020,taiwan iatf continuously
5,2020,iatf continuously monitoring
5,2020,continuously monitoring several
5,2020,monitoring several risk
5,2020,several risk indicators
5,2020,risk indicators protocols
5,2020,indicators protocols jurisdictions
5,2020,protocols jurisdictions macau
5,2020,jurisdictions macau view
5,2020,macau view modifying
5,2020,view modifying current
5,2020,modifying current travel
5,2020,current travel restrictions
5,2020,travel restrictions considerations
5,2020,restrictions considerations public
5,2020,considerations public health
5,2020,public health warrant
5,2020,health warrant therefore
5,2020,warrant therefore resolved
5,2020,therefore resolved hereby
5,2020,resolved hereby resolved
5,2020,hereby resolved iatf
5,2020,resolved iatf approves
5,2020,iatf approves following
5,2020,approves following measures
5,2020,following measures guide
5,2020,measures guide management
5,2020,guide management covid
5,2020,management covid situation
5,2020,covid situation travel
5,2020,situation travel restrictions
5,2020,travel restrictions imposed
5,2020,restrictions imposed upon
5,2020,imposed upon taiwan
5,2020,upon taiwan hereby
5,2020,taiwan hereby lifted
5,2020,hereby lifted effective
5,2020,lifted effective immediately
5,2020,effective immediately travel
5,2020,immediately travel restrictions
5,2020,travel restrictions still
5,2020,restrictions still effect
5,2020,still effect regard
5,2020,effect regard china
5,2020,regard china hongkong
5,2020,china hongkong macau
5,2020,hongkong macau exceptions
5,2020,macau exceptions applicable
5,2020,exceptions applicable filipino
5,2020,applicable filipino citizens
5,2020,filipino citizens holders
5,2020,citizens holders permanent
5,2020,holders permanent resident
5,2020,permanent resident visa
5,2020,resident visa similarly
5,2020,visa similarly apply
5,2020,similarly apply members
5,2020,apply members diplomatic
5,2020,members diplomatic corps
5,2020,diplomatic corps regardless
5,2020,corps regardless nationality
5,2020,regardless nationality iatf
5,2020,nationality iatf chairperson
5,2020,iatf chairperson request
5,2020,chairperson request chinese
5,2020,request chinese government
5,2020,chinese government inform
5,2020,government inform philippines
5,2020,inform philippines protocols
5,2020,philippines protocols followed
5,2020,protocols followed macau
5,2020,followed macau prevent
5,2020,macau prevent potential
5,2020,prevent potential carriers
5,2020,potential carriers covid
5,2020,carriers covid entering
5,2020,covid entering departing
5,2020,entering departing sar
5,2020,departing sar enable
5,2020,sar enable jurisdictions
5,2020,enable jurisdictions determine
5,2020,jurisdictions determine recent
5,2020,determine recent travel
5,2020,recent travel history
5,2020,travel history traveller
5,2020,history traveller exiting
5,2020,traveller exiting macau
5,2020,exiting macau technical
5,2020,macau technical working
5,2020,technical working group
5,2020,working group twg
5,2020,group twg hereby
5,2020,twg hereby constituted
5,2020,hereby constituted composed
5,2020,constituted composed representatives
5,2020,composed representatives members
5,2020,representatives members iatf
5,2020,members iatf study
5,2020,iatf study formulate
5,2020,study formulate recommendations
5,2020,formulate recommendations relative
5,2020,recommendations relative application
5,2020,relative application prevailing
5,2020,application prevailing travel
5,2020,prevailing travel restrictions
5,2020,travel restrictions specific
5,2020,restrictions specific classes
5,2020,specific classes travellers
5,2020,classes travellers recommendations
5,2020,travellers recommendations twg
5,2020,recommendations twg immediately
5,2020,twg immediately submitted
5,2020,immediately submitted member
5,2020,submitted member agencies
5,2020,member agencies iatf
5,2020,agencies iatf approval
5,2020,iatf approval resolution
5,2020,approval resolution iatf
5,2020,resolution iatf travel
5,2020,iatf travel restrictions
5,2020,travel restrictions subject
5,2020,restrictions subject regular
5,2020,subject regular review
99,2021,section article 1987
99,2021,article 1987 constitution
99,2021,1987 constitution states
99,2021,constitution states state
99,2021,states state protect
99,2021,state protect promote
99,2021,protect promote right
99,2021,promote right health
99,2021,right health people
99,2021,health people instill
99,2021,people instill health
99,2021,instill health consciousness
99,2021,health consciousness among
99,2021,consciousness among section
99,2021,among section executive
99,2021,section executive order
99,2021,executive order 168
99,2021,order 168 mandates
99,2021,168 mandates inter
99,2021,mandates inter agency
99,2021,inter agency task
99,2021,agency task force
99,2021,task force management
99,2021,force management emerging
99,2021,management emerging infectious
99,2021,emerging infectious diseases
99,2021,infectious diseases prevent
99,2021,diseases prevent minimize
99,2021,prevent minimize entry
99,2021,minimize entry suspected
99,2021,entry suspected confirmed
99,2021,suspected confirmed patients
99,2021,confirmed patients emerging
99,2021,patients emerging infectious
99,2021,emerging infectious diseases
99,2021,infectious diseases country
99,2021,diseases country september
99,2021,country september 2020
99,2021,september 2020 president
99,2021,2020 president issued
99,2021,president issued proclamation
99,2021,issued proclamation 1021
99,2021,proclamation 1021 2020
99,2021,1021 2020 extending
99,2021,2020 extending period
99,2021,extending period state
99,2021,period state calamity
99,2021,state calamity throughout
99,2021,calamity throughout philippines
99,2021,throughout philippines september
99,2021,philippines september 2021
99,2021,september 2021 department
99,2021,2021 department health
99,2021,department health received
99,2021,health received reports
99,2021,received reports regarding
99,2021,reports regarding new
99,2021,regarding new variant
99,2021,new variant sars
99,2021,variant sars cov
99,2021,sars cov vui
99,2021,cov vui 2020
99,2021,vui 2020 spreading
99,2021,2020 spreading united
99,2021,spreading united kingdom
99,2021,united kingdom great
99,2021,kingdom great britain
99,2021,great britain northern
99,2021,britain northern ireland
99,2021,northern ireland united
99,2021,ireland united kingdom
99,2021,united kingdom another
99,2021,kingdom another variant
99,2021,another variant identified
99,2021,variant identified south
99,2021,identified south africa
99,2021,south africa 501
99,2021,africa 501 memoranda
99,2021,501 memoranda executive
99,2021,memoranda executive secretary
99,2021,executive secretary provided
99,2021,secretary provided additional
99,2021,provided additional measures
99,2021,additional measures observed
99,2021,measures observed relative
99,2021,observed relative sars
99,2021,relative sars cov
99,2021,sars cov variant
99,2021,cov variant detected
99,2021,variant detected united
99,2021,detected united kingdom
99,2021,united kingdom including
99,2021,kingdom including imposition
99,2021,including imposition travel
99,2021,imposition travel restrictions
99,2021,travel restrictions countries
99,2021,restrictions countries jurisdictions
99,2021,countries jurisdictions new
99,2021,jurisdictions new covid
99,2021,new covid variants
99,2021,covid variants officially
99,2021,variants officially reported
99,2021,officially reported subjected
99,2021,reported subjected filipino
99,2021,subjected filipino citizens
99,2021,filipino citizens coming
99,2021,citizens coming countries
99,2021,coming countries jurisdictions
99,2021,countries jurisdictions absolute
99,2021,jurisdictions absolute day
99,2021,absolute day quarantine
99,2021,day quarantine period
99,2021,quarantine period notwithstanding
99,2021,period notwithstanding negative
99,2021,notwithstanding negative reverse
99,2021,negative reverse transcription
99,2021,reverse transcription polymerase
99,2021,transcription polymerase chain
99,2021,polymerase chain reaction
99,2021,chain reaction pcr
99,2021,reaction pcr test
99,2021,pcr test result
99,2021,test result continued
99,2021,result continued implementation
99,2021,continued implementation proactive
99,2021,implementation proactive measures
99,2021,proactive measures necessary
99,2021,measures necessary ensure
99,2021,necessary ensure utmost
99,2021,ensure utmost protection
99,2021,utmost protection health
99,2021,protection health filipino
99,2021,health filipino people
99,2021,filipino people february
99,2021,people february 2021
99,2021,february 2021 total
99,2021,2021 total thirty
99,2021,total thirty thousand
99,2021,thirty thousand one
99,2021,thousand one hundred
99,2021,one hundred eighty
99,2021,hundred eighty eight
99,2021,eighty eight 188
99,2021,eight 188 active
99,2021,188 active covid
99,2021,active covid cases
99,2021,covid cases philippines
99,2021,cases philippines therefore
99,2021,philippines therefore resolved
99,2021,therefore resolved hereby
99,2021,resolved hereby resolved
99,2021,hereby resolved iatf
99,2021,resolved iatf adopts
99,2021,iatf adopts following
99,2021,adopts following recommendations
99,2021,following recommendations technical
99,2021,recommendations technical working
99,2021,technical working group
99,2021,working group specifics
99,2021,group specifics follows
99,2021,specifics follows restrictions
99,2021,follows restrictions mass
99,2021,restrictions mass gatherings
99,2021,mass gatherings religious
99,2021,gatherings religious activities
99,2021,religious activities areas
99,2021,activities areas general
99,2021,areas general community
99,2021,general community quarantine
99,2021,community quarantine hereinafter
99,2021,quarantine hereinafter relaxed
99,2021,hereinafter relaxed effective
99,2021,relaxed effective february
99,2021,effective february 2021
99,2021,february 2021 purpose
99,2021,2021 purpose section
99,2021,purpose section paragraph
99,2021,section paragraph omnibus
99,2021,paragraph omnibus guidelines
99,2021,omnibus guidelines implementation
99,2021,guidelines implementation community
99,2021,implementation community quarantine
99,2021,community quarantine philippines
99,2021,quarantine philippines amended
99,2021,philippines amended wit
99,2021,amended wit mass
99,2021,wit mass gatherings
99,2021,mass gatherings limited
99,2021,gatherings limited movie
99,2021,limited movie screenings
99,2021,movie screenings concerts
99,2021,screenings concerts sporting
99,2021,concerts sporting events
99,2021,sporting events entertainment
99,2021,events entertainment activities
99,2021,entertainment activities community
99,2021,activities community assemblies
99,2021,community assemblies nonessential
99,2021,assemblies nonessential work
99,2021,nonessential work gatherings
99,2021,work gatherings prohibited
99,2021,gatherings prohibited gatherings
99,2021,prohibited gatherings provision
99,2021,gatherings provision critical
99,2021,provision critical government
99,2021,critical government services
99,2021,government services authorized
99,2021,services authorized humanitarian
99,2021,authorized humanitarian activities
99,2021,humanitarian activities adhering
99,2021,activities adhering prescribed
99,2021,adhering prescribed minimum
99,2021,prescribed minimum health
99,2021,minimum health standards
99,2021,health standards allowed
99,2021,standards allowed religious
99,2021,allowed religious gatherings
99,2021,religious gatherings areas
99,2021,gatherings areas general
99,2021,areas general community
99,2021,general community quarantine
99,2021,community quarantine allowed
99,2021,quarantine allowed fifty
99,2021,allowed fifty percent
99,2021,fifty percent seating
99,2021,percent seating venue
99,2021,seating venue capacity
99,2021,venue capacity provided
99,2021,capacity provided religious
99,2021,provided religious gatherings
99,2021,religious gatherings limited
99,2021,gatherings limited conduct
99,2021,limited conduct religious
99,2021,conduct religious worship
99,2021,religious worship service
99,2021,worship service provided
99,2021,service provided objection
99,2021,provided objection local
99,2021,objection local government
99,2021,local government unit
99,2021,government unit religious
99,2021,unit religious gathering
99,2021,religious gathering may
99,2021,gathering may take
99,2021,may take place
99,2021,take place religious
99,2021,place religious denominations
99,2021,religious denominations strictly
99,2021,denominations strictly observe
99,2021,strictly observe submitted
99,2021,observe submitted protocols
99,2021,submitted protocols minimum
99,2021,protocols minimum public
99,2021,minimum public health
99,2021,public health standards
99,2021,health standards particularly
99,2021,standards particularly social
99,2021,particularly social distancing
99,2021,social distancing measures
99,2021,distancing measures non
99,2021,measures non pharmaceutical
99,2021,non pharmaceutical interventions
99,2021,pharmaceutical interventions obligatory
99,2021,interventions obligatory wearing
99,2021,obligatory wearing face
99,2021,wearing face masks
99,2021,face masks immediate
99,2021,masks immediate availability
99,2021,immediate availability hand
99,2021,availability hand hygiene
99,2021,hand hygiene necessities
99,2021,hygiene necessities premises
99,2021,necessities premises subject
99,2021,premises subject issuance
99,2021,subject issuance implementing
99,2021,issuance implementing guidelines
99,2021,implementing guidelines providing
99,2021,guidelines providing operational
99,2021,providing operational capacity
99,2021,operational capacity oversight
99,2021,capacity oversight appropriate
99,2021,oversight appropriate regulatory
99,2021,appropriate regulatory agency
99,2021,regulatory agency local
99,2021,agency local government
99,2021,local government units
99,2021,government units may
99,2021,units may located
99,2021,may located following
99,2021,located following businesses
99,2021,following businesses industries
99,2021,businesses industries reopened
99,2021,industries reopened expanded
99,2021,reopened expanded driving
99,2021,expanded driving schools
99,2021,driving schools traditional
99,2021,schools traditional cinemas
99,2021,traditional cinemas video
99,2021,cinemas video interactive
99,2021,video interactive game
99,2021,interactive game arcades
99,2021,game arcades libraries
99,2021,arcades libraries archives
99,2021,libraries archives museums
99,2021,archives museums cultural
99,2021,museums cultural centers
99,2021,cultural centers meetings
99,2021,centers meetings incentives
99,2021,meetings incentives conferences
99,2021,incentives conferences exhibitions
99,2021,conferences exhibitions mice
99,2021,exhibitions mice limited
99,2021,mice limited social
99,2021,limited social events
99,2021,social events accredited
99,2021,events accredited establishments
99,2021,accredited establishments department
99,2021,establishments department tourism
99,2021,department tourism limited
99,2021,tourism limited tourist
99,2021,limited tourist attractions
99,2021,tourist attractions parks
99,2021,attractions parks theme
99,2021,parks theme parks
99,2021,theme parks natural
99,2021,parks natural sites
99,2021,natural sites historical
99,2021,sites historical landmarks
99,2021,historical landmarks reopening
99,2021,landmarks reopening expansion
99,2021,reopening expansion listed
99,2021,expansion listed businesses
99,2021,listed businesses industries
99,2021,businesses industries comply
99,2021,industries comply criteria
99,2021,comply criteria developed
99,2021,criteria developed department
99,2021,developed department health
99,2021,department health strict
99,2021,health strict observance
99,2021,strict observance minimum
99,2021,observance minimum public
99,2021,minimum public health
99,2021,public health standards
99,2021,health standards may
99,2021,standards may appropriate
99,2021,may appropriate resolved
99,2021,appropriate resolved chairperson
99,2021,resolved chairperson chairperson
99,2021,chairperson chairperson duly
99,2021,chairperson duly authorized
99,2021,duly authorized sign
99,2021,authorized sign resolution
99,2021,sign resolution behalf
99,2021,resolution behalf inter
99,2021,behalf inter agency
99,2021,inter agency task
99,2021,agency task force
99,2021,task force approved
99,2021,force approved 99th
99,2021,approved 99th inter
99,2021,99th inter agency
99,2021,inter agency task
99,2021,agency task force
99,2021,task force meeting
99,2021,force meeting reflected
99,2021,meeting reflected minutes
99,2021,reflected minutes meeting
99,2021,minutes meeting held
99,2021,meeting held 11th
99,2021,held 11th february
99,2021,11th february 2021
99,2021,february 2021 video
99,2021,2021 video conference
99,2021,video conference certification
3,2021,january 2020 world
3,2021,2020 world health
3,2021,world health organization
3,2021,health organization declared
3,2021,organization declared coronavirus
3,2021,declared coronavirus disease
3,2021,coronavirus disease 2019
3,2021,disease 2019 covid
3,2021,2019 covid disease
3,2021,covid disease caused
3,2021,disease caused novel
3,2021,caused novel severe
3,2021,novel severe acute
3,2021,severe acute respiratory
3,2021,acute respiratory syndrome
3,2021,respiratory syndrome coronavirus2
3,2021,syndrome coronavirus2 sars
3,2021,coronavirus2 sars cov2
3,2021,sars cov2 public
3,2021,cov2 public health
3,2021,public health emergency
3,2021,health emergency international
3,2021,emergency international concern
3,2021,international concern pheic
3,2021,concern pheic philippines
3,2021,pheic philippines since
3,2021,philippines since january
3,2021,since january 2020
3,2021,january 2020 responding
3,2021,2020 responding covid
3,2021,responding covid pandemic
3,2021,covid pandemic implemented
3,2021,pandemic implemented numerous
3,2021,implemented numerous interventions
3,2021,numerous interventions response
3,2021,interventions response pandemic
3,2021,response pandemic national
3,2021,pandemic national government
3,2021,national government intends
3,2021,government intends introduce
3,2021,intends introduce safe
3,2021,introduce safe effective
3,2021,safe effective covid
3,2021,effective covid vaccine
3,2021,covid vaccine reduce
3,2021,vaccine reduce morbidity
3,2021,reduce morbidity mortality
3,2021,morbidity mortality maintaining
3,2021,mortality maintaining critical
3,2021,maintaining critical essential
3,2021,critical essential services
3,2021,essential services protect
3,2021,services protect bear
3,2021,protect bear significant
3,2021,bear significant additional
3,2021,significant additional risks
3,2021,additional risks burdens
3,2021,risks burdens covid
3,2021,burdens covid safeguard
3,2021,covid safeguard welfare
3,2021,safeguard welfare others
3,2021,welfare others substantially
3,2021,others substantially slow
3,2021,substantially slow rate
3,2021,slow rate transmission
3,2021,rate transmission minimize
3,2021,transmission minimize disruption
3,2021,minimize disruption social
3,2021,disruption social economic
3,2021,social economic security
3,2021,economic security functions
3,2021,security functions responsibly
3,2021,functions responsibly resume
3,2021,responsibly resume social
3,2021,resume social economic
3,2021,social economic day
3,2021,economic day day
3,2021,day day operations
3,2021,day operations activities
3,2021,operations activities interim
3,2021,activities interim national
3,2021,interim national immunization
3,2021,national immunization technical
3,2021,immunization technical advisory
3,2021,technical advisory group
3,2021,advisory group covid
3,2021,group covid vaccines
3,2021,covid vaccines adhere
3,2021,vaccines adhere guiding
3,2021,adhere guiding principles
3,2021,guiding principles transparency
3,2021,principles transparency timing
3,2021,transparency timing equity
3,2021,timing equity solidarity
3,2021,equity solidarity trust
3,2021,solidarity trust priorities
3,2021,trust priorities therefore
3,2021,priorities therefore resolved
3,2021,therefore resolved interim
3,2021,resolved interim national
3,2021,interim national immunization
3,2021,national immunization technical
3,2021,immunization technical advisory
3,2021,technical advisory group
3,2021,advisory group covid
3,2021,group covid vaccines
3,2021,covid vaccines issues
3,2021,vaccines issues following
3,2021,issues following recommendations
3,2021,following recommendations strict
3,2021,recommendations strict emergency
3,2021,strict emergency use
3,2021,emergency use authorization
3,2021,use authorization donation
3,2021,authorization donation policy
3,2021,donation policy followed
3,2021,policy followed covid
3,2021,followed covid national
3,2021,covid national vaccine
3,2021,national vaccine deployment
3,2021,vaccine deployment program
3,2021,deployment program nvdp
3,2021,program nvdp vaccines
3,2021,nvdp vaccines utilized
3,2021,vaccines utilized covid
3,2021,utilized covid nvdp
3,2021,covid nvdp may
3,2021,nvdp may procured
3,2021,may procured donated
3,2021,procured donated must
3,2021,donated must emergency
3,2021,must emergency use
3,2021,emergency use authorization
3,2021,use authorization granted
3,2021,authorization granted philippine
3,2021,granted philippine food
3,2021,philippine food drug
3,2021,food drug administration
3,2021,drug administration fda
3,2021,administration fda ensure
3,2021,fda ensure safety
3,2021,ensure safety quality
3,2021,safety quality efficacy
3,2021,quality efficacy said
3,2021,efficacy said products
3,2021,said products moreover
3,2021,products moreover philippine
3,2021,moreover philippine government
3,2021,philippine government procure
3,2021,government procure covid
3,2021,procure covid vaccine
3,2021,covid vaccine used
3,2021,vaccine used nvdp
3,2021,used nvdp without
3,2021,nvdp without positive
3,2021,without positive recommendation
3,2021,positive recommendation health
3,2021,recommendation health technology
3,2021,health technology assessment
3,2021,technology assessment council
3,2021,assessment council htac
3,2021,council htac identified
3,2021,htac identified hospitals
3,2021,identified hospitals given
3,2021,hospitals given first
3,2021,given first tranche
3,2021,first tranche pfizer
3,2021,tranche pfizer biontech
3,2021,pfizer biontech covid
3,2021,biontech covid vaccines
3,2021,covid vaccines covax
3,2021,vaccines covax facility
3,2021,covax facility allocation
3,2021,facility allocation retained
3,2021,allocation retained vaccines
3,2021,retained vaccines eua
3,2021,vaccines eua arrive
3,2021,eua arrive earlier
3,2021,arrive earlier first
3,2021,earlier first tranche
3,2021,first tranche one
3,2021,tranche one week
3,2021,one week however
3,2021,week however delay
3,2021,however delay deliveries
3,2021,delay deliveries exceed
3,2021,deliveries exceed weeks
3,2021,exceed weeks available
3,2021,weeks available vaccine
3,2021,available vaccine administered
3,2021,vaccine administered frontline
3,2021,administered frontline workers
3,2021,frontline workers said
3,2021,workers said hospital
3,2021,said hospital facilities
3,2021,hospital facilities philippine
3,2021,facilities philippine government
3,2021,philippine government doh
3,2021,government doh expected
3,2021,doh expected communicate
3,2021,expected communicate properly
3,2021,communicate properly entities
3,2021,properly entities concerned
3,2021,entities concerned inform
3,2021,concerned inform changes
3,2021,inform changes preparations
3,2021,changes preparations vaccination
3,2021,preparations vaccination cognizant
3,2021,vaccination cognizant ongoing
3,2021,cognizant ongoing worldwide
3,2021,ongoing worldwide fluctuation
3,2021,worldwide fluctuation supply
3,2021,fluctuation supply covid
3,2021,supply covid vaccines
3,2021,covid vaccines prioritization
3,2021,vaccines prioritization next
3,2021,prioritization next batches
3,2021,next batches deliveries
3,2021,batches deliveries priority
3,2021,deliveries priority population
3,2021,priority population based
3,2021,population based geographical
3,2021,based geographical burden
3,2021,geographical burden disease
3,2021,burden disease facilities
3,2021,disease facilities located
3,2021,facilities located region
3,2021,located region greatest
3,2021,region greatest burden
3,2021,greatest burden disease
3,2021,burden disease taking
3,2021,disease taking precedence
3,2021,taking precedence otherwise
3,2021,precedence otherwise specific
3,2021,otherwise specific guideline
3,2021,specific guideline department
3,2021,guideline department circular
3,2021,department circular 2021
3,2021,circular 2021 0055
3,2021,2021 0055 followed
3,2021,0055 followed considerations
3,2021,followed considerations cold
3,2021,considerations cold chain
3,2021,cold chain capacity
3,2021,chain capacity among
3,2021,capacity among others
3,2021,among others also
3,2021,others also used
3,2021,also used determining
3,2021,used determining vaccine
3,2021,determining vaccine allocation
3,2021,vaccine allocation provide
3,2021,allocation provide guidance
3,2021,provide guidance eligibility
3,2021,guidance eligibility individuals
3,2021,eligibility individuals included
3,2021,individuals included priority
3,2021,included priority population
3,2021,priority population doh
3,2021,population doh requested
3,2021,doh requested gather
3,2021,requested gather present
3,2021,gather present latest
3,2021,present latest epidemiological
3,2021,latest epidemiological data
3,2021,epidemiological data top
3,2021,data top causes
3,2021,top causes morbidity
3,2021,causes morbidity mortality
3,2021,morbidity mortality country
3,2021,mortality country covid
3,2021,country covid associated
3,2021,covid associated morbidity
3,2021,associated morbidity mortality
3,2021,morbidity mortality inclusion
3,2021,mortality inclusion group
3,2021,inclusion group based
3,2021,group based risk
3,2021,based risk mortality
3,2021,risk mortality covid
3,2021,mortality covid guided
3,2021,covid guided best
3,2021,guided best available
3,2021,best available evidence
3,2021,available evidence date
3,2021,evidence date list
